2024-04-13 20:58:22.560052#root[root] @ localhost [127.0.0.1]#18#1#Query#"b""set global log_output = 'able'"""
2024-04-13 20:58:34.979759#root[root] @ localhost [127.0.0.1]#18#1#Query#"b""set global log_output = 'table'"""
2024-04-13 20:58:46.059875#[root] @ localhost [127.0.0.1]#19#1#Connect#b'root@localhost on  using SSL/TLS'
2024-04-13 20:58:46.071658#root[root] @ localhost [127.0.0.1]#19#1#Query#b'set autocommit=1'
2024-04-13 20:58:46.072501#root[root] @ localhost [127.0.0.1]#19#1#Query#b'SELECT current_user()'
2024-04-13 20:58:46.073344#root[root] @ localhost [127.0.0.1]#19#1#Query#"b""show character set where charset = 'utf8mb4'"""
2024-04-13 20:58:46.075687#root[root] @ localhost [127.0.0.1]#19#1#Query#"b""SET NAMES 'utf8mb4'"""
2024-04-13 20:58:46.078897#root[root] @ localhost [127.0.0.1]#19#1#Query#b'SHOW VARIABLES'
2024-04-13 20:58:46.096368#root[root] @ localhost [127.0.0.1]#19#1#Query#b'SHOW GLOBAL STATUS'
2024-04-13 20:58:46.110278#root[root] @ localhost [127.0.0.1]#19#1#Query#b'SHOW PLUGINS'
2024-04-13 20:58:46.127606#[root] @ localhost [127.0.0.1]#20#1#Connect#b'root@localhost on  using SSL/TLS'
2024-04-13 20:58:46.142567#root[root] @ localhost [127.0.0.1]#20#1#Query#b'set autocommit=1'
2024-04-13 20:58:46.143004#root[root] @ localhost [127.0.0.1]#20#1#Query#b'SELECT current_user()'
2024-04-13 20:58:46.143380#root[root] @ localhost [127.0.0.1]#20#1#Query#"b""show character set where charset = 'utf8mb4'"""
2024-04-13 20:58:46.145024#root[root] @ localhost [127.0.0.1]#20#1#Query#"b""SET NAMES 'utf8mb4'"""
2024-04-13 20:58:49.174555#root[root] @ localhost [127.0.0.1]#20#1#Query#b'SHOW GLOBAL STATUS'
2024-04-13 20:58:52.191628#root[root] @ localhost [127.0.0.1]#20#1#Query#b'SHOW GLOBAL STATUS'
2024-04-13 20:58:55.205122#root[root] @ localhost [127.0.0.1]#20#1#Quit#b''
2024-04-13 20:58:55.207611#root[root] @ localhost [127.0.0.1]#19#1#Quit#b''
2024-04-13 20:59:33.044474#root[root] @ localhost [127.0.0.1]#18#1#Query#b'select * from regions\nLIMIT 0, 1000'
2024-04-13 20:59:33.053624#root[root] @ localhost [127.0.0.1]#17#1#Query#b'SELECT st.* FROM performance_schema.events_statements_current st JOIN performance_schema.threads thr ON thr.thread_id = st.thread_id WHERE thr.processlist_id = 18'
2024-04-13 20:59:33.063878#root[root] @ localhost [127.0.0.1]#17#1#Query#b'SELECT st.* FROM performance_schema.events_stages_history_long st WHERE st.nesting_event_id = 365'
2024-04-13 20:59:33.064462#root[root] @ localhost [127.0.0.1]#17#1#Query#b'SELECT st.* FROM performance_schema.events_waits_history_long st WHERE st.nesting_event_id = 365'
2024-04-13 20:59:33.065778#root[root] @ localhost [127.0.0.1]#17#1#Query#b'SHOW INDEX FROM `hr`.`regions`'
2024-04-13 20:59:46.198882#root[root] @ localhost [127.0.0.1]#18#1#Query#b'show databases'
2024-04-13 20:59:46.215045#root[root] @ localhost [127.0.0.1]#17#1#Query#b'SELECT st.* FROM performance_schema.events_statements_current st JOIN performance_schema.threads thr ON thr.thread_id = st.thread_id WHERE thr.processlist_id = 18'
2024-04-13 20:59:46.217060#root[root] @ localhost [127.0.0.1]#17#1#Query#b'SELECT st.* FROM performance_schema.events_stages_history_long st WHERE st.nesting_event_id = 368'
2024-04-13 20:59:46.217785#root[root] @ localhost [127.0.0.1]#17#1#Query#b'SELECT st.* FROM performance_schema.events_waits_history_long st WHERE st.nesting_event_id = 368'
